Brands,Buyer,Buyer PO,Color,Commercial Inv. No.,Customer Group,Customer Style,Delivery Date,Division,Gender,Invoice No,Item,Order Type,Plant,Season,Ship Date,Style,Currency,Rate,Exchange Rate,USD Rate,Quantity,Net Value,Ship Quantity,INR Value,USD Value,Delivery_Delay_Days,On_Time_Flag,In_Full_Flag,OTIF_Flag,Delayed,Days_Left,Order_Value,Order_Age,PR_Created_Date,PR_Delay_Days,PR_Approved_Date,Plant_Load_%,Not_Shipped_Flag
MADEWELL,J.CREW OPERATING CORP.,295401,WT0005 WHITE,4000021773,J.CREW,NU556/231535,25-12-2025,WOVEN,WOMEN,RGHR25107360,DRESS,BULK,GURUGRAM-227 (WOVEN),SP26,25-12-2025,JC11100504,USD,32.18,89.54,89.55,800,25744,800,2305117.76,25741.13,0,0,1,0,0,-57,25741.13,87,15-11-2025,5,20-11-2025,82.97029703,1
CORE,TALBOTS IMPORT LLC.,6488308,GROVE GREEN,Not Generated,TALBOTS,262013238,06-03-2026,KNITS,WOMEN,Not Generated,TOP,BULK,MANESAR-407 (KNITS),SU26,06-03-2026,TA10100163,USD,5.55,89.55,89.1,1268,7037.4,0,630199.17,7072.94,0,1,0,0,0,14,7072.94,65,14-02-2026,6,20-02-2026,140,0
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500649280,WINTER SKY,Not Generated,PVH CORP,4RF215G SU26,19-01-2026,KNITS,MEN,Not Generated,POLO,BULK,NOIDA - D-49-50 (KNITS),SU26,19-01-2026,PC10100143,USD,7.4,87.8,89.1,300,2220,0,194916,2187.61,0,0,0,0,0,-32,2187.61,75,17-12-2025,3,20-12-2025,79.00990099,0
TCP,THE CHILDREN'S PLACE,838976,DUSTY ROBIN,Not Generated,CHILDRENS PLACE,S063679,01-02-2026,WOVEN,Unknown,Not Generated,DRESS,BULK,MANESAR-11 (WOVEN),SU26,01-02-2026,TC11100085,USD,6.1,89.55,89.1,252,1537.2,0,137656.26,1544.96,0,0,0,0,0,-19,1544.96,10,22-12-2025,5,27-12-2025,85.94059406,0
CALVIN KLEIN,PVH CORP.,4300145995,BRIGHT WHITE,4000019636,PVH CORP,40AC805 SP26,17-11-2025,KNITS,MEN,RGUP25101935,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,17-11-2025,PC10100115,USD,4.55,87.75,87.75,3600,16380,3636,1437345,16380,0,1,1,1,0,-95,16380,33,25-10-2025,16,10-11-2025,89.30693069,1
WOMENS RETAIL,J.CREW OPERATING CORP,1801091,WT0002 WHITE,4000020961,J.CREW,CT380/260516-SP26,11-12-2025,WOVEN,WOMEN,RGHR25106811,DRESS,BULK,GURUGRAM-227 (WOVEN),SP26,11-12-2025,JC11100477,USD,32.95,89.59,89.6,188,6194.6,197,554974.21,6193.91,0,0,1,0,0,-71,6193.91,81,30-10-2025,9,08-11-2025,91.08910891,1
LICENSE,LAST BRAND INC. (QUINCE),34575,5VT TOY STORY JES,Not Generated,LAST BRAND INC.,84338,06-02-2026,KNITS,GIRLS,Not Generated,TEE,BULK,NOIDA - D-53-54 (KNITS),SU26,06-02-2026,HA10100241,USD,5.32,87.15,89.1,1288,6852.16,0,597165.74,6702.2,0,1,0,0,0,-14,6702.2,42,04-01-2026,8,12-01-2026,134.6534653,0
BOYS,HANNA ANDERSON,33842,26N ECRU MULTI,4000018630,HANNA ANDERSSON,84097,17-10-2025,KNITS,BOYS,RGUP25101763,TEE,BULK,NOIDA - D-53-54 (KNITS),SS26,17-10-2025,HA10100139,USD,3.8,88,87,1615,6137,1638,540056,6207.54,0,0,1,0,0,-126,6207.54,37,03-09-2025,5,08-09-2025,79.6039604,1
AMERICAN EAGLE,AEO MANAGEMENT CO.,1310700,CHOCOLATE BAR OTT,Not Generated,AMERICAN EAGLE,6768,01-01-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-7/4 (WOVEN),SU26,01-01-2026,AE11100034,USD,5.1,87.75,89.55,20,102,0,8950.5,99.95,0,1,0,0,0,-50,99.95,8,24-11-2025,3,27-11-2025,81.38613861,0
Unknown,PVH CORP.,4300134988,BLACK,4000016335,PVH CORP,44E196G,04-08-2025,WOVEN,WOMEN,RGHR25103276,TOP,BULK,MANESAR-166 (WOVEN),FA25,04-08-2025,PC11100023,USD,10.95,84.5,85.1,75,821.25,75,69395.63,815.46,0,0,1,0,0,-200,815.46,81,15-07-2025,4,19-07-2025,91.08910891,1
MADEWELL,J.CREW OPERATING CORP.,4106796 (SEA), WR2489 BIG BAYSID,Not Generated,J.CREW,OA395-242643,19-02-2026,WOVEN,WOMEN,Not Generated,SHIRT,BULK,GURUGRAM-294 (WOVEN),SU26,19-02-2026,JC11100646,USD,19.51,89.55,89.1,1041,20309.91,0,1818752.44,20412.49,0,1,0,0,0,-1,20412.49,17,24-01-2026,9,02-02-2026,89.5049505,0
QVC INC.,QVC INC.,480886,LIGHT AQUA,4000021014,GENIEMODE GLOBAL INC,105560 MAMA,14-12-2025,KNITS,WOMEN,RGUP25102197,TOP,BULK,NOIDA - B-33-34 (KNITS),SP26,14-12-2025,GE10100021,USD,8.45,89.59,89.6,25,211.25,25,18925.89,211.23,0,0,1,0,0,-68,211.23,62,06-11-2025,6,12-11-2025,74.65346535,1
TCP,THE CHILDREN'S PLACE,827046,BLACK CURRANT,4000018461,CHILDRENS PLACE,S061597,05-10-2025,KNITS,GIRLS,RGHR25104870,TOP,BULK,MANESAR-407 (KNITS),SP26,05-10-2025,TC10100007,USD,4.1,87.15,88,3072,12595.2,3072,1097671.68,12473.54,0,0,1,0,0,-138,12473.54,37,27-08-2025,17,13-09-2025,69.5049505,1
WOMENS RETAIL,J.CREW OPERATING CORP,2767932 PPK,PT8939,4000018117,J.CREW,CP650/241812,18-09-2025,WOVEN,WOMEN,RGHR25104637,TOP,BULK,GURUGRAM-227 (WOVEN),HO25,18-09-2025,JC11100275,USD,21.07,87.29,87.3,912,19215.84,912,1677350.67,19213.64,0,0,1,0,0,-155,19213.64,55,11-08-2025,9,20-08-2025,65.94059406,1
PERUNA T-53,MARKS AND SPENCER PLC,2031115302,OYSTER,4000018153,MARK & SPENCER,2565U,21-09-2025,WOVEN,WOMEN,RGHR25104670,TOP,BULK,MANESAR-166 (WOVEN),WI25,21-09-2025,MS11100281,USD,10,87.29,87.15,354,3540,354,309006.6,3545.69,0,0,1,0,0,-152,3545.69,41,09-08-2025,3,12-08-2025,66.73267327,1
LOFT,PREMIUM BRANDS OPCO LLC,5011883,DEEP SPACE BLUE,4000019032,PREMIUM BRANDS,773163,07-11-2025,KNITS,WOMEN,RGHR25105330,TOP,BULK,GURUGRAM-418 (KNITS),SP26,07-11-2025,PB10100354,USD,5.09,87,87.75,3114,15850.26,3114,1378972.62,15714.79,0,1,1,1,0,-105,15714.79,40,08-10-2025,24,01-11-2025,106.9306931,1
PERUNA T-53,MARKS AND SPENCER PLC,2012815456,BLACK,4000017256,MARK & SPENCER,4456U,30-10-2025,WOVEN,WOMEN,RGHR25104494,JACKET,BULK,GURUGRAM-227 (WOVEN),WI25,30-10-2025,MS11100230,USD,20.1,87.29,87,500,10050,507,877264.5,10083.5,0,1,1,1,0,-113,10083.5,21,18-09-2025,6,24-09-2025,76.43564356,1
LANDS END,"LANDS END REEDSBURG, USA",214746,TQ5 FOREST MOSS TR,4000020417,LANDS END,555667-XR,15-12-2025,WOVEN,WOMEN,RGHR25106303,DRESS,BULK,GURUGRAM-227 (WOVEN),SS26,15-12-2025,LE11100104,USD,13.39,87.79,89.6,160,2142.4,160,188081.3,2099.12,0,1,1,1,0,-67,2099.12,35,06-11-2025,5,11-11-2025,116.8316832,1
QUINCE,LAST BRAND INC. (QUINCE),26964,PINK STRIPE,4000018382,LAST BRAND INC.,KUK40001TF-H25,27-09-2025,KNITS,KIDS,RGUP25101651,TOP,BULK,NOIDA - D-53-54 (KNITS),FA25,27-09-2025,LI10100029,USD,6,87.15,87.15,280,1680,280,146412,1680,0,0,1,0,0,-146,1680,21,22-08-2025,3,25-08-2025,69.10891089,1
LANDS END,"LANDS END REEDSBURG, USA",210547,XKS  NAVY/BOURBON,4000016787,LANDS END,519655-PETITE,29-07-2025,WOVEN,WOMEN’S,RGHR25103556,SHIRT,BULK,MANESAR-181 (WOVEN),FH25,29-07-2025,LE11100067,USD,6.4,85.09,85.1,1290,8256,1290,702503.04,8255.03,0,0,1,0,0,-206,8255.03,69,29-06-2025,4,03-07-2025,69.10891089,1
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1117370,ECLIPSE NAVY,Not Generated,SUPER DRY,W2012615A BUY-5,19-01-2026,KNITS,WOMEN,Not Generated,HOODY,BULK,MANESAR-407 (KNITS),SS26,19-01-2026,SU10100348,GBP,14,118.6,89.1,385,5390,0,639254,7174.57,0,0,0,0,0,-32,7174.57,67,10-12-2025,3,13-12-2025,79.00990099,0
EDIT TOPS T-43,MARKS AND SPENCER RELIANCE,25-05028,CHOCOLATE,Not Generated,MARK & SPENCER,SP26SHIRT08/T09/7964K,15-02-2026,WOVEN,WOMENS,Not Generated,TOP,BULK,MANESAR-166 (WOVEN),SP26,15-02-2026,MS11100473,INR,817,1,89.1,1200,980400,0,980400,11003.37,0,0,0,0,0,-5,11003.37,19,11-01-2026,4,15-01-2026,103.5643564,0
LILLY PULITZER,SUGARTOWN WORLDWIDE LLC.,64759,SURF BLUE SOLEIL,4000021382,LILLY PULITZER,9465,08-12-2025,KNITS,WOMEN,RGUP25102294,DRESS,BULK,NOIDA - D-53-54 (KNITS),SP26,08-12-2025,LP10100065,USD,20.95,89.59,89.6,512,10726.4,512,960978.18,10725.2,0,1,1,1,0,-74,10725.2,56,28-10-2025,4,01-11-2025,86.93069307,1
LOFT,PREMIUM BRANDS OPCO LLC,6645474,C02 PINE BARK,4000016199,PREMIUM BRANDS,776447,11-07-2025,WOVEN,WOMEN,RGHR25103200,TOP,BULK,MANESAR-427 (WOVEN),FA25,11-07-2025,PB11100397,USD,10.63,84.5,84.5,3859,41021.17,3997,3466288.87,41021.17,0,0,1,0,0,-224,41021.17,63,12-06-2025,15,27-06-2025,70.4950495,1
BABIES T-78,MARKS AND SPENCER PLC,2012824523,PINK,4000017169,MARK & SPENCER,2065C,17-08-2025,WOVEN,GIRLS,RGHR25103793,TIGHTS,BULK,MANESAR-181 (WOVEN),AU25,17-08-2025,MS11100190,USD,8.83,85.09,86.9,3000,26490,3000,2254034.1,25938.25,0,0,1,0,0,-187,25938.25,10,15-07-2025,23,07-08-2025,70.0990099,1
BEACHWEAR T-52,MARKS AND SPENCER PLC,2031150066,LIGHT KHAKI,Not Generated,MARK & SPENCER,8584-REP-REG,15-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-7/4 (WOVEN),SU26,15-02-2026,MS11100542,USD,11,87.75,89.1,536,5896,0,517374,5806.67,0,1,0,0,0,-5,5806.67,23,07-01-2026,3,10-01-2026,103.5643564,0
SLEEPWEAR T-37,MARKS AND SPENCER PLC,tbc-Poland Hub (8743),BLUE,Not Generated,MARK & SPENCER,6276N,21-02-2026,WOVEN,WOVEN,Not Generated,SHIRT,BULK,BANGALORE - JIGANI (WOVEN),SU26,21-02-2026,MS11100494,USD,6.1,87,89.1,1253,7643.3,0,664967.1,7463.15,0,0,0,0,0,1,7463.15,86,26-01-2026,9,04-02-2026,73.66336634,0
OUTLET,TALBOTS IMPORT LLC.,6371652,INDIGO BLUE,4000020355,TALBOTS,261901115P,15-12-2025,WOVEN,WOMEN,RGHR25106272,TOP,BULK,GURUGRAM-215 (WOVEN),SP26,15-12-2025,TA11100124,USD,6.55,87.79,89.6,189,1237.95,146,108679.63,1212.94,0,0,0,0,0,-67,1212.94,72,02-11-2025,6,08-11-2025,116.8316832,1
LOS,PREMIUM BRANDS OPCO LLC,5021917,TAMALE RED-520541,Not Generated,PREMIUM BRANDS,802781,27-02-2026,KNITS,WOMEN,Not Generated,TANK,BULK,GURUGRAM-871 (KNITS),SU26,27-02-2026,PB10100566,USD,4.08,89.6,89.1,3200,13056,0,1169817.6,13129.27,0,1,0,0,0,7,13129.27,6,24-01-2026,20,13-02-2026,71.08910891,0
SUPER DRY,BRAND COLLECTIVE PTY LTD.,570585,ECLIPSE NAVY,Not Generated,SUPER DRY,M1110451A BUY-3,03-02-2026,KNITS,MEN,Not Generated,POLO,BULK,MANESAR-407 (KNITS),SS26,03-02-2026,SU10100245,GBP,5.5,115.25,89.1,1993,10961.5,0,1263312.88,14178.6,0,0,0,0,0,-17,14178.6,86,30-12-2025,8,07-01-2026,73.26732673,0
J.JILL,JILL ACQUISITION LLC,3047436,FLAX HTHR,4000020660,J.JILL,KTP335162 SP26,10-12-2025,KNITS,WOMEN,RGHR25106643,TOP,BULK,GURUGRAM-232 (KNITS),SP26,10-12-2025,JJ10100251,USD,9.38,89.59,89.6,428,4014.64,433,359671.6,4014.19,0,1,1,1,0,-72,4014.19,24,07-11-2025,9,16-11-2025,85.14851485,1
QUINCE,LAST BRAND INC. (QUINCE),34021,POP FLORAL,4000021230,LAST BRAND INC.,KUK40008TF-6..,15-12-2025,KNITS,KIDS,RGUP25102256,TOP,BULK,NOIDA - D-53-54 (KNITS),SP26,15-12-2025,LI10100054,USD,4.13,89.59,89.6,176,726.88,176,65121.18,726.8,0,0,1,0,0,-67,726.8,58,12-11-2025,5,17-11-2025,116.8316832,1
TOMMY BAHAMA SPORSTWEA,TOMMY BAHAMA GLOBAL SOURCING,9877587,COCONUT,Not Generated,TOMMY BAHAMA,263-SW222433,29-10-2025,KNITS,WOMEN,Not Generated,TOP,BULK,GURUGRAM-219 (KNITS),FA26,29-10-2025,TB10100054,USD,19.2,87,87,6,115.2,0,10022.4,115.2,0,1,0,0,0,-114,115.2,37,07-10-2025,5,12-10-2025,65.34653465,0
J.JILL,JILL ACQUISITION LLC,3047785,SKYLIGHT,Not Generated,J.JILL,KDR341083,09-01-2026,KNITS,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-232 (KNITS),SP26,09-01-2026,JJ10100266,USD,11.4,89.1,89.1,283,3226.2,0,287454.42,3226.2,0,0,0,0,0,-42,3226.2,6,10-12-2025,9,19-12-2025,92.07920792,0
T25- MENS CASUAL SHIRTS,MARKS AND SPENCER RELIANCE,IN,CHAMBRAY MIX,Not Generated,MARK & SPENCER,8023K,15-02-2026,WOVEN,MEN,Not Generated,SHIRT,BULK,NOIDA - B-14 (WOVEN),SP26,15-02-2026,MS11100459,INR,3799,1,89.1,1200,4558800,0,4558800,51164.98,0,0,0,0,0,-5,51164.98,37,09-01-2026,6,15-01-2026,103.5643564,0
CALVIN KLEIN,PVH CORP.,7100020822,DARK SAPPHIRE,4000019180,PVH CORP,47G238G,10-11-2025,KNITS,WOMEN,RGUP25101840,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,10-11-2025,PC10100132,USD,10.88,87,87.75,300,3264,300,283968,3236.1,0,1,1,1,0,-102,3236.1,39,06-10-2025,4,10-10-2025,67.52475248,1
CALVIN KLEIN,PVH CORP.,4500638690,EVENING BLUE,4000021104,PVH CORP,47F629G,08-12-2025,WOVEN,WOMEN,RGHR25106892,PANTS,BULK,MANESAR-166 (WOVEN),SP26,08-12-2025,PC11100052,USD,10.95,89.59,89.6,232,2540.4,232,227594.44,2540.12,0,1,1,1,0,-74,2540.12,31,25-10-2025,6,31-10-2025,86.93069307,1
MADEWELL,J.CREW OPERATING CORP.,4106904 PPK,WT0005 WHITE,Not Generated,J.CREW,OA350/255561,19-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-294 (WOVEN),SU26,19-02-2026,JC11100632,USD,15.95,88,89.1,1800,28710,0,2526480,28355.56,0,0,0,0,0,-1,28355.56,60,18-01-2026,6,24-01-2026,89.5049505,0
SLEEPWEAR,HANNA ANDERSON,33474,HPR-31472,4000016999,HANNA ANDERSSON,83640,08-08-2025,WOVEN,GIRLS,RGHR25103718,SLEEPWEAR,BULK,MANESAR-11 (WOVEN),HO25,08-08-2025,HA11100102,USD,9.75,85.09,86.9,1419,13835.25,1439,1177241.42,13547.08,0,0,1,0,0,-196,13547.08,42,05-07-2025,8,13-07-2025,63.96039604,1
QUINCE,LAST BRAND INC. C/O KERRY,33627,FRENCH BLUE(YD),Not Generated,LAST BRAND INC.,W-DRS-128-REP/3,24-01-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-427 (WOVEN),SP26,24-01-2026,LI11100044,USD,35.58,87.75,89.1,543,19319.94,0,1695324.74,19027.21,0,1,0,0,0,-27,19027.21,71,31-12-2025,5,05-01-2026,70.0990099,0
SLEEPWEAR,HANNA ANDERSON,32739,HPR-31462,4000016759,HANNA ANDERSSON,82206,18-08-2025,WOVEN,PETS,RGHR25103526,PET JOHN,BULK,MANESAR-11 (WOVEN),HO25,18-08-2025,HA11100114,USD,2.1,85.09,86.9,1419,2979.9,1484,253559.69,2917.83,0,0,1,0,0,-186,2917.83,6,12-07-2025,6,18-07-2025,88.71287129,1
LANE BRYANT,LANE BRYANT BRANDS OPCO LLC,719168,LBSP26141D,4000020498,LANE BRYANT,1149416,05-12-2025,WOVEN,WOMEN,RGHR25106396,DRESS,BULK,GURUGRAM-294 (WOVEN),SP26,05-12-2025,LB11100010,USD,11.86,87.79,89.6,990,11741.4,1024,1030777.51,11504.21,0,0,1,0,0,-77,11504.21,16,11-11-2025,3,14-11-2025,101.3861386,1
LOU & GREY,PREMIUM BRANDS OPCO LLC,5010371,BALANCED BEIGE,4000019327,PREMIUM BRANDS,782437,07-11-2025,KNITS,WOMEN,RGHR25105501,PANTS,BULK,GURUGRAM-232 (KNITS),SP26,07-11-2025,PB10100363,USD,10.52,87,87.75,2242,23585.84,2242,2051968.08,23384.25,0,1,1,1,0,-105,23384.25,88,25-09-2025,18,13-10-2025,106.9306931,1
CORE,TALBOTS IMPORT LLC.,6488310,VISTA BLUE,Not Generated,TALBOTS,262013238W,06-03-2026,KNITS,WOMEN,Not Generated,TOP,BULK,MANESAR-407 (KNITS),SU26,06-03-2026,TA10100165,USD,6.38,89.55,89.1,640,4083.2,0,365650.56,4103.82,0,0,0,0,0,14,4103.82,42,04-02-2026,8,12-02-2026,140,0
WOMENS RETAIL,J.CREW OPERATING CORP,1804470,BL6723 DECO BLUE,Not Generated,J.CREW,CS864/251133-SU26,27-02-2026,WOVEN,WOMEN,Not Generated,SKIRTS,BULK,GURUGRAM-227 (WOVEN),SU26,27-02-2026,JC11100620,USD,17.94,89.1,89.1,1190,21348.6,0,1902160.26,21348.6,0,0,0,0,0,7,21348.6,19,29-01-2026,4,02-02-2026,71.08910891,0
TODDLER GIRLS T-77,MARKS AND SPENCER PLC,2031146642,IVORY,4000022041,MARK & SPENCER,3920E,29-12-2025,KNITS,GIRLS,RGUP25102402,DRESS,BULK,NOIDA - D-53-54 (KNITS),AW25,29-12-2025,MS10100048,USD,10.4,89.54,89.55,148,1539.2,148,137819.97,1539.03,0,0,1,0,0,-53,1539.03,81,27-11-2025,9,06-12-2025,74.45544554,1
CALVIN KLEIN,AMERICAN DESIGNER FASHION S.A.,4100043790,SHADOW,Not Generated,PVH CORP,4LG812G,16-02-2026,KNITS,MEN,Not Generated,TEE,BULK,NOIDA - B-33-34 (KNITS),SU26,16-02-2026,PC10100142,USD,5.33,87.75,89.1,620,3304.6,0,289978.65,3254.53,0,0,0,0,0,-4,3254.53,41,06-01-2026,3,09-01-2026,101.980198,0
TODDLER GIRLS T-77,MARKS AND SPENCER PLC,2012925104,MULTI,4000021909,MARK & SPENCER,3928E,11-01-2026,WOVEN,KIDS,RGUP25102389,DRESS,BULK,NOIDA - D-53-54 (WOVEN),SU26,11-01-2026,MS11100546,USD,5.35,89.54,89.1,845,4520.75,845,404787.96,4543.07,0,1,1,1,0,-40,4543.07,83,17-12-2025,8,25-12-2025,85.94059406,1
J.JILL,JILL ACQUISITION LLC,3045790,BLACK,4000016665,J.JILL,KTP232692 HO25,25-07-2025,KNITS,WOMEN,RGHR25103643,TOP,BULK,MANESAR-407 (KNITS),HO25,25-07-2025,JJ10100151,USD,7.71,85.09,85.1,205,1580.55,207,134489,1580.36,0,1,1,1,0,-210,1580.36,56,12-06-2025,5,17-06-2025,76.23762376,1
OLDER GIRLS T-74,MARKS AND SPENCER PLC,2012824049,RED,4000017694,MARK & SPENCER,0596E,31-08-2025,WOVEN,GIRLS,RGHR25104243,DRESS,BULK,GURUGRAM-227 (WOVEN),WI25,31-08-2025,MS11100209,USD,14.9,86.2,86.2,3000,44700,3144,3853140,44700,0,0,1,0,0,-173,44700,50,22-07-2025,23,14-08-2025,65.34653465,1
CROWN & IVY,BELK,2690270,CANTALOUPE,Not Generated,BELK INTL.,44827SPK000002,31-01-2026,KNITS,KIDS,Not Generated,TEE,BULK,GURUGRAM-871 (KNITS),SP26,31-01-2026,BI10100216,USD,2.41,86.2,89.1,2208,5321.28,0,458694.34,5148.08,0,0,0,0,0,-20,5148.08,71,24-12-2025,15,08-01-2026,66.13861386,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1113933,ENAMEL GREEN,4000021073,SUPER DRY,M1110472A BUY 2,19-11-2025,KNITS,MEN,RGHR25107025,POLO,BULK,MANESAR-407 (KNITS),SS26,19-11-2025,SU10100211,GBP,8.35,116.22,87.75,312,2605.2,316,302776.34,3450.44,0,1,1,1,0,-93,3450.44,45,21-10-2025,7,28-10-2025,71.48514851,1
LILLY PULITZER,SUGARTOWN WORLDWIDE LLC.,65195,STARLIGHT NAVY ST,Not Generated,LILLY PULITZER,22623,26-02-2026,KNITS,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-232 (KNITS),SU26,26-02-2026,LP10100079,USD,11.85,89.6,89.1,2531,29992.35,0,2687314.56,30160.66,0,1,0,0,0,6,30160.66,26,16-01-2026,19,04-02-2026,81.58415842,0
OUTLET,CHICOS RETAIL SERVICES INC.,4502223432PPK,BERRY FIZ,4000017374,CHICO'S,202-23C112012-HO25,19-08-2025,KNITS,WOMEN,RGUP25101384,TOP,BULK,NOIDA - B-33-34 (KNITS),HO25,19-08-2025,CH10100038,USD,4.12,86.9,86.9,420,1730.4,420,150371.76,1730.4,0,0,1,0,0,-185,1730.4,77,29-07-2025,5,03-08-2025,67.52475248,1
CORE,TALBOTS IMPORT LLC.,6488292,TALBOTS WHITE,Not Generated,TALBOTS,262013238,06-03-2026,KNITS,WOMEN,Not Generated,TOP,BULK,MANESAR-407 (KNITS),SU26,06-03-2026,TA10100163,USD,5.55,89.55,89.1,2250,12487.5,0,1118255.63,12550.57,0,0,0,0,0,14,12550.57,61,09-02-2026,16,25-02-2026,140,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1114122,PINE GREEN/ECRU,4000018910,SUPER DRY,W6012214A BUY2,27-10-2025,KNITS,WOMEN,RGHR25105276,TOP,BULK,MANESAR-407 (KNITS),SS26,27-10-2025,SU10100204,GBP,11.45,116,87,700,8015,700,929740,10686.67,0,1,1,1,0,-116,10686.67,32,25-09-2025,8,03-10-2025,64.55445545,1
ZARAGOZA(ESPANA),ITX TRADING S.A.,86071-25,515-OLIVE,4000016060,ZARA,0148/042 REPT,16-07-2025,WOVEN,WOMEN,RGUP25101021,SKIRTS,BULK,NOIDA - B-14 (WOVEN),SS25,16-07-2025,ZA11100003,USD,17.15,84.5,84.5,5,85.75,5,7245.88,85.75,0,0,1,0,0,-219,85.75,22,07-06-2025,9,16-06-2025,79.20792079,1
LILLY PULITZER,SUGARTOWN WORLDWIDE LLC.,64522,RESORT WHITE,4000019188,LILLY PULITZER,14957,30-10-2025,WOVEN,WOMEN,RGHR25105443,PANTS,BULK,GURUGRAM-215 (WOVEN),SP26,30-10-2025,LP11100061,USD,11.75,87,87,3500,41125,3675,3577875,41125,0,0,1,0,0,-113,41125,63,10-10-2025,22,01-11-2025,76.43564356,1
TODDLER GIRLS T-77,MARKS AND SPENCER RELIANCE,MSI India (0340),IVORY,Not Generated,MARK & SPENCER,T7762BC/6465C,08-03-2026,WOVEN,KIDS,Not Generated,SKIRTS,BULK,NOIDA - D-53-54 (WOVEN),SU26,08-03-2026,MS11100571,INR,435,1,89.1,331,143985,0,143985,1615.99,0,0,0,0,0,16,1615.99,21,27-01-2026,4,31-01-2026,72.87128713,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1114116,OPTIC,4000019088,SUPER DRY,M1110471A BUY 2,31-10-2025,KNITS,MEN,RGHR25105361,POLO,BULK,MANESAR-407 (KNITS),SS26,31-10-2025,SU10100209,GBP,7.25,116,87,401,2907.25,407,337241,3876.33,0,0,1,0,0,-112,3876.33,78,23-09-2025,5,28-09-2025,64.35643564,1
QVC INC.,QVC INC.,436147,LIGHT PLUM,4000018187,GENIEMODE GLOBAL INC,105359-MAMA,21-09-2025,KNITS,WOMEN,RGUP25101590,TOP,BULK,NOIDA - B-33-34 (KNITS),HO25,21-09-2025,GE10100013,USD,7.35,87.29,87.15,38,279.3,38,24380.1,279.75,0,0,1,0,0,-152,279.75,31,28-08-2025,9,06-09-2025,66.73267327,1
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500646432,BRIGHT WHITE,4000021738,PVH CORP,4RF821G,31-12-2025,KNITS,MEN,RGUP25102359,TEE,BULK,NOIDA - D-49-50 (KNITS),SP26,31-12-2025,PC10100138,USD,5.6,89.54,89.55,1,5.6,1,501.42,5.6,0,0,1,0,0,-51,5.6,32,30-11-2025,7,07-12-2025,74.05940594,1
ATS,PREMIUM BRANDS OPCO LLC,5021743,WHITE 9000,Not Generated,PREMIUM BRANDS,840380,06-02-2026,KNITS,WOMEN,Not Generated,TOP,BULK,GURUGRAM-418 (KNITS),SU26,06-02-2026,PB10100511,USD,6.63,89.6,89.1,1067,7074.21,0,633849.22,7113.91,0,0,0,0,0,-14,7113.91,25,31-12-2025,7,07-01-2026,134.6534653,0
LOFT,PREMIUM BRANDS OPCO LLC,5023286,C28_VINEYARD GREEN,Not Generated,PREMIUM BRANDS,773952,27-03-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-294 (WOVEN),SU26,27-03-2026,PB11100888,USD,15,89.55,89.1,3816,57240,0,5125842,57529.09,0,1,0,0,0,35,57529.09,36,26-02-2026,20,18-03-2026,67.52475248,0
CALVIN KLEIN,PVH ASIA LIMITED,5200031856,BRIGHT WHITE,Not Generated,PVH CORP,4RG834G,02-03-2026,KNITS,MEN,Not Generated,TEE,BULK,NOIDA - B-33-34 (KNITS),SU26,02-03-2026,PC10100176,USD,5.83,87.8,89.1,254,1480.82,0,130016,1459.21,0,0,0,0,0,10,1459.21,18,24-01-2026,9,02-02-2026,73.26732673,0
J.JILL,JILL ACQUISITION LLC,3046862,LT CHARCOAL BLUE,4000018298,J.JILL,KTP336352,08-10-2025,KNITS,WOMEN,RGHR25104929,TOP,BULK,GURUGRAM-232 (KNITS),WI26,08-10-2025,JJ10100211,USD,9.56,88,88,1099,10506.44,1108,924566.72,10506.44,0,0,1,0,0,-135,10506.44,85,01-09-2025,6,07-09-2025,82.17821782,1
SLEEPWEAR,HANNA ANDERSON,32859,HPR-10013,4000016477,HANNA ANDERSSON,83626,16-07-2025,KNITS,MEN,RGUP25101099,TOP,BULK,NOIDA - D-53-54 (KNITS),HO25,16-07-2025,HA10100080,USD,14,84.5,84.5,1060,14840,1130,1253980,14840,0,0,1,0,0,-219,14840,73,09-06-2025,5,14-06-2025,79.20792079,1
